text,toxic,spam,hate_speech,source
"Trời ơi dễ thương quá, chụy muốn nuôi em UwU",0,0,0,uit-victsd
Thật tuyệt chúc mừng liverpool. Đội bóng còn hay hơn nữa,0,0,0,uit-victsd
Thế là có tiền rồi. Chúc mừng cậu bé.,0,0,0,uit-victsd
Kia Soluto bản cao cấp nhất nhé. Hehe,0,0,0,uit-victsd
"Ở các nơi vẫn còn loa phường, đề nghị phát thông báo trên loa phường thường xuyên, liên tục để người dân ở các khu vực đều nắm được thông tin!",0,0,0,uit-victsd
Năm nào cũng mua qua cò chứ làm gì mình mua đc. 8h bán vé mà 7h50 vô đã hết vé,0,0,0,uit-victsd
Cháu xin cụ,0,0,0,uit-victsd
"Ôi. Cái này nhằm nhò gì với mấy năm nay Trump tweet vài cái làm thị trường giật lên xuống. Kể từ khi đại dịch kéo tới, không có Fed đỡ cho thì còn tệ hơn cả đại suy thoái. Giờ sắp hết nhiệm kỳ, thị trường còn tệ hơn cả lúc trước khi nhận chức. Chả biết có để lại được gì cho Mỹ khi ra đi không mà còn phải gánh 1 đống nợ.",0,0,0,uit-victsd
chính quyền địa phương là cấp gần với dân nhất mà không sát sao giám sát được sự việc từ đầu. để một đứa trẻ non nớt như vậy phải chịu đòn roi tra tấn bao nhiêu lần trong thời gian dài như vậy mà không biết. đọc mà tôi rơi nước mắt.,0,0,0,uit-victsd
"Rất nhiều tài sản bị thay đổi tên gọi, hợp đồng kinh tế cần chỉnh sửa, bản đồ, chỉ dẫn sai lệch .... không đơn giản. Tốn rất nhiều công sức nhưng không mang lại lợi ích nào cụ thể cả.",0,0,0,uit-victsd
Nó là điều thường thấy hàng trăm năm nay.,0,0,0,uit-victsd
"Về lý thuyết là như này, ta có thể vẽ 1 tam giác trên 1 sợi tơ và làm một cuộn dây tơ đủ dài để quấn kín trái đất 1 vòng hay 100 vòng tùy thích",0,0,0,uit-victsd
"Bọn này dã man quá, con mình mà còn làm vậy",1,0,0,uit-victsd
VN sẽ đón nhận tất cả vì một đội ngũ công nhận hùng hậu...nhưng yêu cầu trình độ tay nghề của Nhật rất cao mong rằng có chính sách nâng cao tay nghề cùng với ý thức lao động tốt hơn.,0,0,0,uit-victsd
"Chúc Tl'uk sớm trưởng thành, mạnh mẽ, trở thành bạch mã hoàng tử.",0,0,0,uit-victsd
Mọi thứ đều đẹp trừ 2 quả thận,1,0,0,uit-victsd
"Su đi để lại Fati, 17 tuổi phải gồng mình gánh tạ. Nghe bảo Si hay nhường PEN, sao không nhường cho em được cú hattrick trong sự nghiệp thế. Đúng là Si hết thời giờ chực chờ ăn may rồi!!! :P :P :P",1,0,0,uit-victsd
John Wick xem rất chất về anh,0,0,0,uit-victsd
Lì lợm thật :(,1,0,0,uit-victsd
Bỏ qua xe Hàn.- Mua xe Nhật nhé,0,0,0,uit-victsd
Vinh danh chàng trai ấy. Tự hào tôi là người Việt,0,0,0,uit-victsd
Chào tạm biệt em loan nhé con gái mà liều quá mang cái chết trắng cho bao nhiêu người rồi cũng ra đi,0,0,0,uit-victsd
Tôi thấy thật hạnh phúc vì đc sinh ta tại Việt Nam,0,0,0,uit-victsd
Cầu mong mọi người bình an!,0,0,0,uit-victsd
Cho hỏi: Đầu làn có biển chỉ dẫn làn ô tô rẽ phải. Nhưng cuối làn thì trên long môn có biển chỉ dẫn đi thẳng. Vậy ô tô đi vào làn đó rồi cuối làn không rẽ phải mà đi thẳng thì có vi phạm giao thông không?,0,0,0,uit-victsd
"Trung Thu cũng như nhiều lễ hội truyền thống khác, chỉ là hình thức để phục vụ cho mục đích tối thượng của người mua hiện giờ: lấy lòng người quan trọng (không phải người nhà mình).",0,0,0,uit-victsd
Mức giá 74k USD. Nếu em ấy mà di chuyển 1 mình trên đường phố ở Sài Gòn thì hay nhỉ?,0,0,0,uit-victsd
Trời! Giống như phim nhưng đời thực tại Kỳ Anh Hà Tĩnh. Hoan hô các anh chiến sỹ.,0,0,0,uit-victsd
"Triệu tập còn không thèm tới, chứng tỏ thói côn đồ ngang ngược.",1,0,0,uit-victsd
"Hit nhiều lắm, kiếp ve sầu, còn lại 1 mình, bóng dáng thiên thần, đi về nơi xa, mưa trên cuộc tình, trở lại phố cũ, hôn môi xa, kiếp rong buồn, cuộc tình cay đắng, phiêu du, bước chân lẻ loi ...vv...vv thôi không kể nữa mỏi...tay lắm",0,0,0,uit-victsd
Chúc các bác mạnh khoẻ!,0,0,0,uit-victsd
"Tôi ko vay đâu cả, có 1 cô bé thực tập tại Cty trước đây,vay vốn 1 Cty tài chính và tham chiếu số điện thoại của tôi, hiện tại cô gái kia ko trả được nợ. Hiện tại luôn có số điện thoại Cty tài chính đó làm phiền tôi, liệu có khởi kiện ngược được ko mọi người?",0,0,0,uit-victsd
Loài Kiến có sẵn gen di truyền dự báo thời tiết,0,0,0,uit-victsd
Si28 ghi bàn đầu tiên của mùa giải bằng pen do người khác nhường cho !,0,0,0,uit-victsd
Sao không xả từng khúc một nhỉ ?,0,0,0,uit-victsd
"Lại là con số 8 ám ảnh, lại là Bayern, Schalke mặc áo xanh mà chứ đâu phải áo xanh đỏ đâu.",0,0,0,uit-victsd
"""Tôi đã không tập luyện kể từ trận đấu của Xứ Wales hồi đầu tháng"". Bale tưởng lại được đi đánh golf lĩnh lương ở Real, nên lười biếng, thiếu chuyên nghiệp thật.",0,0,0,uit-victsd
"Luật giao thông thì đã có, nhưng kiểm soát và hình thức phạt chưa đủ tính răn đe, nên mới nên sự thế này. Phạt thật nặng như bên các nước như Singapore, Mỹ,...thì mới trật tự được.",0,0,0,uit-victsd
"""Khoảng 25 con được cho là đã chết. Nguyên nhân các con vật bơi lạc vào vùng nước nông thường là do mất phương hướng, gây ra bởi biển động mạnh hoặc ô nhiễm tiếng ồn."" - Hic, tội nghiệp các bé cá voi quá.",0,0,0,uit-victsd
Cột điện li tâm nên làm 2 cái các điểm quan trọng,0,0,0,uit-victsd
"Đúng là tình yêu mang lại khổ đau. Nếu Đi không đâm chết tên này, lần sau hắn lại mò đến nữa thì ko biết còn giữ nổi mạng ko, quả thực ko còn sự lựa chọn nào khác",0,0,0,uit-victsd
"Lời nhạc mà như đối thoại, chả có gì đặc sắc",1,0,0,uit-victsd
Ấn Độ tai tiếng rất nhiều về các vụ hiếp rồi giết.,0,0,0,uit-victsd
Xem clip phóng sự (che mặt) khác mới thấy con bé 10t ngoan hiền và bản lĩnh như thế nào. Rơi nước mắt :((,0,0,0,uit-victsd
"Đừng cố gắng sinh con khi không thể yêu thương , nuôi dạy và bao bọc những đứa trẻ đáng được hưởng đầy đủ những yếu tố cơ bản nhất",0,0,0,uit-victsd
"Cho tạm trú nhiều ngày, nhỡ gặp tui hổng có vồ nha!",0,0,0,uit-victsd
Tử hình hết bọn buôn bán ma túy để giảm bớt những con nghiện đang ngày đêm mang đến những hiểm nguy rình rập đến người thân và XH.,0,0,0,uit-victsd
"Anh Bảy bây giờ vẫn bay cao , bay xa , còn M10 thì tịt ngòi , chuẩn bị đẩy lên băng ghế dự bị",0,0,0,uit-victsd
Thật sự rất bất lợi cho ông Trump,0,0,0,uit-victsd
"Việc này ảnh hưởng đến hàng loạt các giấy tờ cần chỉnh sửa: Chủ quyền nhà đất, Hộ khẩu, CMND, GPKD, hợp đồng kinh tế, ... và hàng loạt các giấy tờ khác có liên quan đến tên đường cần thay đổi, ...",0,0,0,uit-victsd
Một trong các hoa hậu xinh đẹp nhất,0,0,0,uit-victsd
"Có vẻ giống một số Doanh nghiệp nhỏ Việt Nam, đang làm ăn ngon nên cố gắng mở rộng nhưng mở rộng rồi thì lỗ nặng dẫn đến phá sản.",0,0,0,uit-victsd
"Ấn Độ là ổ dịch, phải hết sức cẩn thận khi cho chuyên gia nhập cảnh.",0,0,0,uit-victsd
Nền y tế Đức vẫn tốt nhất,0,0,0,uit-victsd
Tôi rất hâm mộ nhóm Blackpink,0,0,0,uit-victsd
"Tài năng xuất chúng và nhân cách và nhân cách vĩ đại.Thực ra đến bây giờ mình vẫn không hiểu tại sao lại có người bảo ghét Messi,chẳng lẽ họ đố kỵ và cay cú quá sao.Trước mình Fan Ars,bị Messi cho ăn hành nhiều,cũng cay cú,nhưng xem 1 trận Messi chơi bóng(xin nhắc lại là chơi bóng chứ không phải đá bóng rồi ăn vạ bẩn nhé) là mình suy nghĩ lại ngay.Mình và người hâm mộ trên toàn thế giới thật may mắn khi được chứng kiến Messi chơi bóng.",1,0,0,uit-victsd
Rất thích con người và tính cách của Messi.,0,0,0,uit-victsd
"Giữa khó khăn mùa Covid nghe chia sẻ của Diệu Nhi thấy được sự đồng cảm và chân thật. Chớ ngày nào xem báo cũng thấy showbiz hào nhoáng xa hoa, giữa lúc bao nhiêu người thiếu trước hụt sau, lắm lúc thấy chạnh lòng.",0,0,0,uit-victsd
Ôi thế thì lại toang mất thôi .Những trận đấu mưa bàn thắng nối dài .Không lẽ lịch sử 82 lặp lại .Lo thay lo thay .,1,0,0,uit-victsd
làm ăn cẩu thả xem thường tính mạng người tiêu dùng hãy phạt thật nặng,1,0,0,uit-victsd
"Toàn thi công vào cao điểm. Lẽ ra nên thi công từ tháng 3, lúc đang cách ly, đường vắng",0,0,0,uit-victsd
Giảm đều từ đây đến qua bầu cử là ngon. :3,0,0,0,uit-victsd
mình cần bán i10 2017 số sàn bản full 300tr đây,0,0,0,uit-victsd
Pen vô thưởng vô phạt có được tính là bàn thắng không fan hề bám hi hi,0,0,0,uit-victsd
Mở mang đầu óc với bài viết quá hay,0,0,0,uit-victsd
Mong thế giới hoà bình!,0,0,0,uit-victsd
"có nhà nhưng thích ngủ ngoài công viên. nhường ghế cho người lớn tuổi trên tàu điện ngầm,vv...",0,0,0,uit-victsd
"Vậy là Sevilla mạnh hơn Barca rồi mọi người, nhưng thực tế Sevilla luôn thua khi gặp Barca nên đề nghị Bayern trao siêu cúp cho Barca",0,0,0,uit-victsd
"Họ hiểu rõ ngắt lời, thoá mạ đối thủ là điều Trump làm tốt duy nhất thay vì tranh biện.",0,0,0,uit-victsd
Chúc mừng bạn,0,0,0,uit-victsd
Em thấy I10 ổn về nhiều thứ Fadil em không biết,0,0,0,uit-victsd
Lạc đường mà vào sân japan thì toi em nhẩy,0,0,0,uit-victsd
"Tôi coi phim do John Wich đóng hấp dẫn ngay phút đầu vì kịch tính, nhân vật luôn hành động, cảnh quay thay đổi chứ không phải nghe phim",0,0,0,uit-victsd
Giỏi quá,0,0,0,uit-victsd
"350.000 Kể từ cuối tháng 7 đến nay, giới chức chưa ghi nhận tác dụng phụ đáng kể nào.Qủa là một con số tuyệt vời. Nơi bắt đầu sớm là Trung Quốc thì nơi kết thúc sớm cũng rất có thể là Trung Quốc.",0,0,0,uit-victsd
"Tôi không ở TPHCM nhưng cũng từng nghe câu chuyện văn hóa về nhân sĩ Kha Vạng Cân từ nhiều năm rồi. Vậy mà tên đường đó vẫn để sai đến tận giờ. Học lịch sử biết danh tướng Trần Khát Chân, chưa nghe Trần Khắc Chân bao giờ. Hồi trước có tỉnh gắn tên đường cũng nhầm lẫn gây tranh cãi, sau cũng đổi tên đường. Tôi còn nhớ ở Đà Nẵng người dân viết số nhà ... đường Yên Báy (Yên Bái) :) , này chắc do cách phát âm nên viết sai.",0,0,0,uit-victsd
Cuộc sống thật mong manh,0,0,0,uit-victsd
"Ko can thì ôm bé vào lòng cũng dc mà, chuyện con nít nó mới 2 tuổi hiểu cái j mà đánh nó. Đàn ông j chỉ biết bắt nạt con nít!",1,0,0,uit-victsd
hoàn toàn đồng ý,0,0,0,uit-victsd
"Mới tiêm về không theo dõi bé, mà gửi cho cơ sở gia đình, mà cơ sở này sao không gọi điện thoại cho cha mẹ bé khi phát biểu hiện lạ mãi ""Đến 11h cùng ngày, người thân đến cơ sở giữ trẻ đón về thì phát hiện bé tím tái, mạch không bắt được"". Bó tay quá chậm trể.",0,0,0,uit-victsd
"Cali năm nào mà không cháy. Mình có để ý hai bên đường có rất rất nhiều cây khô, khô đến độ vàng ươm hai bên đường. Mỗi lần như vậy thì mình nghĩ trong đầu là đảm bảo thế nào cũng sẽ có cháy và thế là vài ngày sau cháy thật :))))",0,0,0,uit-victsd
"Trời ơi tội bé quá,đọc cái cân nặng của con chó thôi đã rùng mình,may mà cháu không nguy hiểm tính mạng,mong rằng với tạo hình thẩm mỹ tốt bé sẽ có được gương mặt bình thường nhất có thể!",0,0,0,uit-victsd
Tcn có giấy roi sao,0,0,0,uit-victsd
"Binz và Đen Vâu viết ca từ rất đẹp, rap dễ nghe, gần gũi bình dị, cá nhân mình nghĩ, vậy mới là đặc trưng của Rap.",0,0,0,uit-victsd
Cứu một mạng người xây 7 tháp nam mô adidaphat các bạn giàu tình người,0,0,0,uit-victsd
Bình thường ăn pate nếu có ngộ độc sẽ là Thương Hàn hoặc Lỵ. Đây nhiễm hẳn Clos gây liệt cơ. Sợ thế!,0,0,0,uit-victsd
"Trong video trên, có thể thấy Biden thể hiện sự bất lực mà ông ấy cứ cho mình là lịch lãm lắm.",0,0,0,uit-victsd
Ai thích ăn thì cẩn thận với dịch hạch nhé ?,0,0,0,uit-victsd
Biến tận dụng thách thức thành cơ hội sẽ thành công,0,0,0,uit-victsd
Cầu mong mọi người bình an! Việt Nam cố lên! Đất nước chiến thắng!,0,0,0,uit-victsd
"ông bố này kinh thật, lấy luôn cả bơm xe đạp đánh",0,0,0,uit-victsd
"Kia lành, đẹp, động cơ khoẻ hơn, chi phí sử dụng thấp hơn",0,0,0,uit-victsd
"Bạn Đăng này giỏi quá, chúc mừng bạn và gia đình.",0,0,0,uit-victsd
i10 chắc chắn hơn. morning đẹp hơn. Tùy vào nhu cầu của bác.E vote i10,0,0,0,uit-victsd
"Tôi thích ""Mãi mãi một tình yêu"" hơn",0,0,0,uit-victsd
Cậu Sane sang Bayern vô tình đc cúp rơi trúng đầu . Ở Man city đc á quân ngoại hạng. Hên quá,0,0,0,uit-victsd
"Ngày ngày đón tin vui, mong dịch qua sớm",0,0,0,uit-victsd
Các cuộc tình thật phong phú và đa dạng,0,0,0,uit-victsd
"Từ nay đi câu cá phải ghi cảnh báo ""CẤM CÁ THU BAY KHỎI MẶT NƯỚC"".",0,0,0,uit-victsd
Yêu cầu pháp luật trừng trị thẳng tay để làm gương,0,0,0,uit-victsd
"Đối với những trẻ em có hoàn cảnh như thế này đáng lẽ khi được trình báo công an phải kiểm tra thân thể cháu xem có thương tích gì ko, đưa cháu đi khám nghiệm thương tích chứ chỉ có nhắc nhở thì quá lỏng lẻo.",0,0,0,uit-victsd
"Hàng xóm mình trước có 1 con như này. Khi nó sủa, khi nó tự dưng tru lên.",0,0,0,uit-victsd
"Nhìn 2 cách chống dịch hoàn toàn trái ngược, 1 bên đều đeo khẩu trang, 1 bên thì không, hậu quả thì mọi người đều biết mấy hôm nay.",0,0,0,uit-victsd
Diễn viên kiêm đô vật wwe Dave Batista...John Cena...The Rock ...toàn nhân vật nổi tiếng lấn sân Hollywood,0,0,0,uit-victsd
Quản lý chặt không cho nhập cảnh trái phép là sẽ không có bệnh à,0,0,0,uit-victsd
"Nên cho người dân 1 cách nào đó để kiểm tra mình đang có bao nhiêu thẻ tín dụng, bao nhiêu khoản vay tại các ngân hàng để tự tra cứu. Có khi làm hồ sơ mở thẻ/tài khoản ở ngân hàng X nhưng nhân viên ngân hàng lại tự ý mang giấy tờ các thứ của khách hàng đi mở thêm vài thẻ các nơi thì toi.",0,0,0,uit-victsd
Các bà các cô quanh xóm đến xếp hàng tiễn đưa anh,0,0,0,uit-victsd
"Jack Ma: "" nếu 35 tuổi mà chưa giàu thì bạn xứng đáng nghèo "".",0,0,0,uit-victsd
Không nói rõ là mua xe gì: xe lam hay xe mô tô. Nếu được mua con xe đạp điện chạy khỏi nghĩ tiền xăng,0,0,0,uit-victsd
1-0 mà cứ tưởng 10-0 :'),0,0,0,uit-victsd
Họa vô đơn chí.,0,0,0,uit-victsd
Vi phạm bản quyền trắng trợn từ chính những người cũ. Đề nghị pháp luật xử lý nghiêm để làm gương!,0,0,0,uit-victsd
Chúc mừng anh và e kíp phẫu thuật để chỉnh sửa kiếm khuyết của tạo hoá. Mong anh và các bác sĩ có kết quả mỹ mãn.,0,0,0,uit-victsd
"Nếu súng nổ a Đi chết rồi ah, tôi nghĩ nên giảm án cho a Đi",0,0,0,uit-victsd
"Thu Hà là đẹp đúng với lứa tuổi, không thấm mỹ, còn lại xin không bình luận",0,0,0,uit-victsd
Người ta đã lao động thì phải trả công dù ít hay nhiều chứ. Lao động khác với học nghề!,0,0,0,uit-victsd
Chưa thấy công ty TQ nào kiện mà toàn thấy người Mỹ nhảy dựng hết lên thế nhỉ,0,0,0,uit-victsd
Ông đức nhiều cái cũng lạ,0,0,0,uit-victsd
Cha mẹ như vậy kg khổ mới là lạ.,0,0,0,uit-victsd
Anh em Lào ko bị gì chúc mừng,0,0,0,uit-victsd
Những người cho rằng Nhật Bản dẫn đầu về công nghệ động cơ chạy hydro đâu rồi???,0,0,0,uit-victsd
Khuyến cáo thì phải phát sóng trên tivi và radio nhiều lần trong ngày và liên tục nhiều ngày thì người dân mới biết được .,0,0,0,uit-victsd
"Làm gì thì làm,cứ tránh bão rồi hả tính,còn người còn của.",0,0,0,uit-victsd
"Vì bên cali năm nào củng khô hạn và gió lốc rất mạnh , bàn ghế ngoài vườn bay như trong phim kiếm hiệp vậy ,Hôm qua cali gió mạnh làm cây trái nhà tôi rụng cả ,",0,0,0,uit-victsd
"Ngày đầu tôi cũng rất mê LUX SA 2.0, nhìn cái bánh mập thích thế. Sau khi đi lái thử cũng mê lắm, đầm, cách âm tuyệt nhưng không hiểu sao dạo gần đây nhìn quen mắt hay sao ấy mà không thấy đẹp nữa",0,0,0,uit-victsd
"Chúc mừng chiến công của C04, Công an tỉnh Hà Tĩnh và các lực lượng phối hợp.",0,0,0,uit-victsd
Tại sao Ban quản lý các hồ thủy điện không chịu tính toán các phương án xả nước trước để đón mưa lũ về.Như vậy vừa giúp dân chống hạn vừa tránh thiệt hại lúc cao điểm của mùa mưa lũ.,0,0,0,uit-victsd
"Chúc hạnh phúc đại gia đình , cảm phục Cường!",0,0,0,uit-victsd
Con xe mà bạn nói đến là wigo. Trọng lượng xe nhẹ. Rộng rãi. Bền thì ko bàn rồi. Ở đây chê wigo là sale hãng khác thôi. Ở đông nam á doanh số tầm 200k xe 1 năm đấy.,0,0,0,uit-victsd
phải truy tìm và xử lý ngay,0,0,0,uit-victsd
Tưởng cây táo này đã rụng quả xuống đầu Newton.,0,0,0,uit-victsd
"Mấy bác đừng Anti Si nữa, Si xứng đáng được dựng tượng và đặt ngay SVD quốc gia...Chile đó, ngày vui của Fan Barca và ngày buồn của Fan Leo28 sắp tới !!!",0,0,0,uit-victsd
Tên này không còn là con người nữa rồi,1,0,0,uit-victsd
"Đà nẵng mới gồng mình chống dịch.. thương quá Đà Nẵng, thương quá miền trung ơi.",0,0,0,uit-victsd
"Yếu tố cơ bản nhất để làm lãnh đạo là nhìn xa và lo xa. Cái này Trump không có, cho nên khi Trump vua làm tt tôi biết liền nước Mỹ sẽ có vấn đề",0,0,0,uit-victsd
Bạn nên lấy pháp luật ra nói chuyện với Anh bạn và đề nghị Anh bạn đưa cho bạn 1 miếng nhỏ để bạn xây tổ ấm. Nếu Anh bạn cự tuyệt thì hãy đem ra tòa giải quyết. Mong bạn và gia đình bạn giải quyết việc phân chia nội bộ trong nhà.,0,0,0,uit-victsd
"300 triệu vay thêm ít tiền mua con Attrage mới cóng đi cho an tâm. City 300tr thì quá cũ, Nissan thì đang đổi nhà phân phối mới chưa biết làm ăn ra sao còn Aveo thì Chevy bỏ chạy khỏi VN mất rồi, chỉ còn Vinfast ráng làm tròn trách nhiệm chuyển giao thời điểm này thôi còn tương lai thế nào có trời mới biết.",0,0,0,uit-victsd
Nhìn cảnh cá sấu chạy xăm xăm lúc ở trên cạn thấy ghê quá. Nếu lỡ giáp mặt với nó không biết có chạy thoát nổi không.,0,0,0,uit-victsd
Rớt xuống nước xem như xác định làm mồi cho cá voi,0,0,0,uit-victsd
công ty về Mỹ nhưng giá thành người tiêu dùng mua sẽ tăng lên.,0,0,0,uit-victsd
"Phương án 2 ok nhất , ngoài các dự án trên nên có tuyến cao tốc Trà Vinh, Bến tre, Mỹ tho kết nối với cao tốc TP HCM đi cần thơ thì tỉnh nào ở nam bộ cũng có cao tốc kết nối với TPHCM.",0,0,0,uit-victsd
"Loại này có mặt ở các bãi đá/san hô dọc ven biển miền trung Việt Nam, tôi hay gọi là Đá Nổi. Size của nó đủ kích cỡ khá nhỏ tầm 10mm - 500mm, nhưng số lượng rất hiếm gặp...",0,0,0,uit-victsd
Like vì đẹp trai. Hihi,0,0,0,uit-victsd
"Phải truy tố hình sự để răn đe,thật hèn hạ.",1,0,0,uit-victsd
Tuyệt vời!!,0,0,0,uit-victsd
Nhưng ko được chủ quan,0,0,0,uit-victsd
Không đẹp nhưng nhiu options,0,0,0,uit-victsd
Xe Vin mà chất lượng được đảm bảo như xe Hàn và giá cũng mềm như xe Hàn thì dân VN sẽ toàn đi xe Vin,0,0,0,uit-victsd
"Theo tôi là nên mua fadin vì chất lượng, trang bị an toàn, gửi xe ko mất tiền, bảo hành 5nam theo tiêu chuẩn châu âu",0,0,0,uit-victsd
Đã đến lớp là phải tập trung nghe sự chuyền đạt kiến thức của thầy cô . Không phải là đến lớp ngồi mà bấm hợp pháp được . Bọn trẻ sử dụng điện thoại thời gian ở nhà đã đủ lu mê rồi bây giờ lại ở lớp học nữa .. Thôi thôi dẹp vụ này đi .,0,0,0,uit-victsd
Sai cả họ luôn thì bá đạo rồi.,0,0,0,uit-victsd
"Mình rất ghét dịch vụ này, mấy miếng cà rốt bé tí cũng 1 túi, mấy cọng rau cũng một túi, xong rồi ăn một đống hạt vi nhựa vào người chứ sạch sẽ an toàn gì, ăn xong thì một đống ni lông thải ra môi trường.",0,0,0,uit-victsd
Ông ta thích sống ở những nơi mà mình có nhiều kỉ niệm,0,0,0,uit-victsd
"""Liverpool đã có cả một quá trình đầu tư bài bản, với nhiều niềm tin và công tác tuyển mộ tuyệt vời"". Ở kỳ chuyển nhượng mùa giải 2016-2017 Arsenal mua Lacazette với giá 46 triệu bảng, còn Liverpool mua Sadio Mane với giá 36 triệu bảng. Ngay cả mức giá mua cũng khác biệt.",0,0,0,uit-victsd
Ko đùa được với những thực phẩm ăn vào miệng. Mong các nhà sản xuất hãy thận trọng hơn.,0,0,0,uit-victsd
"Chúc bé luôn bình an trong tương lai, và chúc các bạn tình nguyện vui luôn an lạc hạnh phúc trong cuộc sông, các bạn đã làm tôi cay khoé mắt, cám on cac ban",0,0,0,uit-victsd
"Họ đã tiến rất dài trên hành trình trở thành cường quốc công nghệ, ở hầu hết mọi lĩnh vực, một số công nghệ cốt lõi - thậm chí bỏ xa phần còn lại của thế giới (5G)",0,0,0,uit-victsd
"Đường phố mà cứ trồng mấy loại cây rễ chùm , cành giòn dễ gãy thì còn mệt khi giông , bão .",0,0,0,uit-victsd
Sau gần 4 năm của Tổng thống D.Trump thì không phải nước Mỹ đứng số 1 mà là nước Mỹ đứng một mình.,0,0,0,uit-victsd
mong chờ ngày anh ra toà.,0,0,0,uit-victsd
"Thời thế tạo anh hùng, vượt qua nghịch cảnh là truyền thống của dân tộc Việt Nam, cảm ơn các bác sỹ",0,0,0,uit-victsd
"Việc đã qua nhưng những gia đình tương tự chịu khó làm hàng rào ,chi phí cũng không cao nhiều lắm. Lỗi này là do người lớn.",0,0,0,uit-victsd
"Như bệnh nhân này ngoài vẫn đề sức khỏe thì giao tiếp,giao dịch hàng ngày của anh sẽ rất khó khăn và thiệt thòi. Ví dụ việc làm giấy tờ tùy thân như thẻ căn cước,hộ chiếu hay bằng lái xe hoặc bằng cấp các loại cực kì bất tiện. Mong anh mau chóng khỏi bệnh và hòa nhập cuộc sống bình thường như bao người....",0,0,0,uit-victsd
"Kết hợp dịch vụ thì chọn i10sd thôi, vi có cốp sau tiện lợi chở đồ.",0,0,0,uit-victsd
Tình quay gót không nổi bằng ha ...,0,0,0,uit-victsd
Đọc tình tiết như 1 bộ phim. Cái ác luôn bị phơi bày.,0,0,0,uit-victsd
"Cảm ơn VNExpress, mỗi ngày tôi dc học thêm 1 cụm từ mới.",0,0,0,uit-victsd
tôi ko tin MU muốn mua Fati 170tr,1,0,0,uit-victsd
"Cám ơn đạo diễn. Cám ơn tất cả các thành viên Ekip làm phim ""Ròm"" đã cho tôi một trãi nghiệm tốt như vậy. Phim gần đây nhất mà tôi xem là phim ""Hai Phượng"" khai thác chủ đề rất hay nhưng có nhiều cảnh quay bị ""gò bó"" thật sư xem ức chế (trong lúc chạy cứu con mà còn có thời gian đội mũ bảo hiểm?), tôi thông cũng thông cảm cho ""Hai Phượng"" vì ekip cũng không muốn như vậy.",0,0,0,uit-victsd
"Nguyên nhân có thể là: Con người cho rằng, cá voi sát thủ là loài săn mồi đỉnh cao ở đại dương và không có kẻ thù tự nhiên xứng tầm nào ngoài con người (theo Wikipedia). Vậy ai sẽ là số 1, khi tất cả đang làm mọi cách để trở thành? ))",0,0,0,uit-victsd
"Mình nghĩ nên đầu tư đất cứ để thế khoảng 5, 10 năm nữa giá trị miếng đất có thể là 5 , 6 tỷ ấy",0,0,0,uit-victsd
"Điều kì diệu đã thành hiện thực. Vui mừng, xúc động, cảm ơn các y bác sỹ, chúc mừng 2 cháu và gđ! Cảm ơn cả cộng đồng đã cùng động viên chia sẻ nữa chứ",0,0,0,uit-victsd
Bão qua rồi đúng k mn nhỉ?,0,0,0,uit-victsd
Tôi vẫn thích tổng thống Donald Trump.,0,0,0,uit-victsd
Vận động live stream là cách thức hay trong trạng thái bình thường mới.,0,0,0,uit-victsd
"Có nên sắm cho con những món đồ xa xỉ khi tuổi còn bé không? theo tôi, hãy dành lại một ít để làm từ thiện khi mà nhiều lắm những nơi em bé còn không có ăn no mặc ấm",0,0,0,uit-victsd
"Cải Lương Chi Bảo mà cất giọng lên thì tui luôn Lạnh sống lưng, một giọng hát Liêu trai đến lạ, cải luong thì tui thích nhất Cô Bạch Tuyết và chú Minh Phụng",0,0,0,uit-victsd
thêm tí nữa mua xe mới tôi vừa tậu 1 e i10 at 400tr chỉ việc đi .sao phải mua xe cũ,0,0,0,uit-victsd
Trông như hai tên cô hồn.,1,0,0,uit-victsd
đẹp thua vợ tôi nhưng tiêu tiền nhiều hơn vợ tôi. Ngấm lại thì tôi thật hạnh phúc với vợ tôi hiện tại,1,0,0,uit-victsd
1 tam giác ở xa trên trời,0,0,0,uit-victsd
"Lúc này thì câu nói nào mà không để vùi dập đối thủ để tâng bốc mình lên, tranh cử mà.",0,0,0,uit-victsd
Vì có người ăn thịt chó nên mới có người đi ăn trộm chó. Mọi người ngưng không ăn thịt chó thì lũ đó đi trộm làm gì!,0,0,0,uit-victsd
Hành động vô lương tâm thật!,1,0,0,uit-victsd
"Nếu chất lượng hãy tự chọn mình 1 thương hiệu, đừng nên lừa dối khách hàng, thực sự nhìn khó biết được nếu không có bài báo này",0,0,0,uit-victsd
gây ảnh hưởng cho sức khỏe cộng đông mà sao kg cấm luôn đi,0,0,0,uit-victsd
